ID,EDO,MES,ANIO,MPIO,HORA,MINUTOS,DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,TOTMUERTOS,TOTHERIDOS,CLASE,CALLE1,CALLE2,CARRETERA,LONGITUD,LATITUD
1011971-112-190821741,1,2,2021,1,21,40,7,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,CANARIO,AVESTRUZ,,-102.2996669,21.85217729
1011971-112-190821742,1,2,2021,1,4,0,8,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,DE LA ASUNCIÓN,COTO 5303,,-102.3023599,21.80338046
1011971-112-190821743,1,2,2021,1,11,10,8,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,63,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL IGNACIO ZARAGOZA,FÉLIX DE LA PAZ,,-102.29694549999999,21.89382075
1011971-112-190821747,1,2,2021,1,19,20,8,1,1,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO ADOLFO RUÍZ CORTINES,BARDA,,-102.3261653,21.87193462
1011971-112-190821745,1,2,2021,1,19,40,8,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,47,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 PONIENTE,EL CHARRO,,-102.3106477,21.87022057
1011971-112-190821746,1,2,2021,1,20,20,8,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,CONSTITUCIÓN,LOS NARANJOS,,-102.283243,21.93060598
1011971-112-190821750,1,2,2021,1,18,30,9,2,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,42,0,0,0,0,0,0,0,0,0,0,0,0,3,FUNDICIÓN,ALEJANDRO R. UGARTE,,-102.3102204,21.894294
1011971-112-190821751,1,2,2021,1,19,30,9,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,5,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 ORIENTE,JOSÉ H. ESCOBEDO,,-102.2754905,21.89233828
1011971-112-190821748,1,2,2021,1,22,40,9,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,MANUEL GÓMEZ MORÍN,ALAMEDA,,-102.27891009999999,21.88312742
1011971-112-190821706,1,2,2021,1,22,55,9,2,1,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,5,9,51,0,1,0,0,0,0,0,0,0,0,0,1,2,CONVENCIÓN DE 1914 PONIENTE,FUNDICIÓN,,-102.3109813,21.89514077
1011971-112-190821749,1,2,2021,1,2,35,10,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,ARROYO LOS ARELLANO,,-102.3169351,21.88848189
1011971-112-190821752,1,2,2021,1,12,10,10,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,5,9,42,0,0,0,0,0,1,0,0,0,0,0,1,2,LICENCIADO ADOLFO LÓPEZ MATEOS PONIENTE,FRANCISCO JAVIER MINA,,-102.29296590000001,21.87907028
1011971-112-190821755,1,2,2021,1,18,15,10,3,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3,DOMINGO VELASCO,MATEO HERNÁNDEZ VÁZQUEZ,,-102.2615066,21.93570722
1011971-112-190821754,1,2,2021,1,20,15,10,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DE LOS MAESTROS,CONVENCIÓN,,-102.317105,21.85418712
1011971-112-190821753,1,2,2021,1,23,20,10,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,8,25,0,1,0,0,0,1,0,0,0,0,0,2,2,CONVENCIÓN,LICENCIADO LUIS CABRERA,,-102.30506590000002,21.85051442
1011971-112-190821756,1,2,2021,1,6,55,11,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,INDEPENDENCIA,CANAL INTERCEPTOR,,-102.296784,21.9074113
1011971-112-190821757,1,2,2021,1,7,18,11,4,1,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,5,9,34,0,1,0,0,0,0,0,0,0,0,0,1,2,POLIDUCTO,URBANISMO,,-102.242809,21.87231369
1011971-112-190821766,1,2,2021,1,16,0,11,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,37,0,1,0,0,0,0,0,0,0,0,0,1,2,JUAN PABLO II,SIGLO XXI,,-102.3529401,21.85234368
1011971-112-190821764,1,2,2021,1,17,50,11,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,63,0,1,0,0,0,0,0,0,0,0,0,1,2,AGUASCALIENTES ORIENTE,ALAMEDA,,-102.2616555,21.88803791
1011971-112-190821758,1,2,2021,1,18,45,11,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,AGUASCALIENTES PONIENTE,,-102.3129165,21.85917362
1011971-112-190821759,1,2,2021,1,19,30,11,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,COTORINAS,,-102.25900759999999,21.88302183
1011971-112-190821760,1,2,2021,1,19,40,11,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,5,9,60,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,FRANCISCO LEÓN DE LA BARRERA,,-102.25257309999999,21.86569857
1011971-112-190821765,1,2,2021,1,19,40,11,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,34,0,0,0,0,0,0,0,0,0,0,0,0,3,INDEPENDENCIA,AGLAYA,,-102.2967905,21.90734721
1011971-112-190821761,1,2,2021,1,23,30,11,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,HÉROE INMORTAL,ARQUEROS,,-102.2694103,21.85998269
1011971-112-190821762,1,2,2021,1,0,12,12,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DEL ÁGUILA,JOSEFA ORTIZ DE DOMÍNGUEZ,,-102.29040359999999,21.87685078
1011971-112-190821763,1,2,2021,1,0,35,12,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,CECILIA LEAL AGUIRRE,RODOLFO LANDEROS GALLEGOS,,-102.2495407,21.90292805
1011971-112-190821767,1,2,2021,1,4,25,12,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,GERTRUDIS BOCANEGRA,,-102.2973649,21.85877638
1011971-112-190821768,1,2,2021,1,11,0,12,5,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,5 DE MAYO,PLATEROS,,-102.2950625,21.89024031
1011971-112-190821770,1,2,2021,1,14,30,12,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,9,42,0,0,0,0,0,0,0,0,0,0,0,0,3,CAROLINA VILLANUEVA DE GARCÍA,JOSÉ MARÍA GUZMÁN HERNÁNDEZ,,-102.2836717,21.83589317
1011971-112-190821769,1,2,2021,1,15,20,12,5,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,55,0,1,0,0,0,0,0,0,0,0,0,1,2,MISIÓN DE SAN ROMÁN ADAME ROSALES,30 DE SEPTIEMBRE,,-102.27084559999999,21.85108464
1011971-112-190821773,1,2,2021,1,23,5,12,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES NORTE,UVA,,-102.279669,21.91494055
1011971-112-190821774,1,2,2021,1,23,50,12,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPANO,PRIMERA PROGRESO,,-102.26177,21.90549578
1011971-112-190821776,1,2,2021,1,0,5,13,6,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,4,9,19,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DEL CARDO,LOS JARALES,,-102.3264071,21.93351556
1011971-112-190821775,1,2,2021,1,2,30,13,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,46,0,0,0,0,0,0,0,0,0,0,0,0,3,UNIVERSIDAD,AGUASCALIENTES NORTE,,-102.3137146,21.91644074
1011971-112-190821777,1,2,2021,1,3,40,13,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3,JUAN PABLO II,FUENTES DEL LAGO,,-102.3452,21.85799131
1011971-112-190821779,1,2,2021,1,7,50,13,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,40,0,1,0,0,0,0,0,0,0,0,0,1,2,POLIDUCTO,HACIENDA DE OJOCALIENTE,,-102.2442818,21.88968799
1011971-112-190821778,1,2,2021,1,8,0,13,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,42,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL ÁLVARO OBREGÓN,GENERAL IGNACIO ZARAGOZA,,-102.2919473,21.88750755
1011971-112-190821780,1,2,2021,1,11,30,13,6,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,41,0,0,0,0,0,0,0,0,0,0,0,0,3,UNIVERSIDAD,SAN RAFAEL,,-102.30652090000001,21.90072988
1011971-112-190821795,1,2,2021,1,19,30,13,6,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,2,PENSIÓN MUNICIPAL - LOS PARGA,RANCHO SAN ANTONIO,,-102.26267659999999,21.80955218
1011971-112-190821782,1,2,2021,1,20,10,13,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,GUADALUPE GONZÁLEZ,,-102.3173813,21.90955286
1011971-112-190821783,1,2,2021,1,20,40,13,6,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,18,0,1,0,0,0,0,0,0,0,0,0,1,2,HÉROE INMORTAL,44843,,-102.2694653,21.85703035
1011971-112-190821784,1,2,2021,1,21,15,13,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,HACIENDA DE OJOCALIENTE,,-102.25122320000001,21.88713072
1011971-112-190821785,1,2,2021,1,22,0,13,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3,HEROE INMORTAL,PENSIÓN MUNICIPAL - LOS PARGA,,-102.268884,21.82560593
1011971-112-190821788,1,2,2021,1,22,10,13,6,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,48,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA DE LOS MAESTROS,DOCTOR MARIANO AZUELA,,-102.3160457,21.85588334
1011971-112-190821787,1,2,2021,1,22,30,13,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3,ALFREDO DE LARA ISAACS,JOSÉ FLORES VACA,,-102.2760509,21.807723
1011971-112-190821789,1,2,2021,1,22,45,13,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPE,JUAN DIEGO,,-102.3007819,21.88389732
1011971-112-190821786,1,2,2021,1,22,50,13,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,47,0,0,0,0,0,0,0,0,0,0,0,0,3,HÉROE DE NACOZARI NORTE,PINO SUÁREZ,,-102.2844259,21.88977445
1011971-112-190821790,1,2,2021,1,23,40,13,6,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,46,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,MARISCAL,,-102.2534275,21.89824928
1011971-112-190821791,1,2,2021,1,0,15,14,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,ALAMEDA,,-102.2616555,21.88803791
1011971-112-190821792,1,2,2021,1,1,5,14,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,SAN MARCOS,ACATIC,,-102.3266473,21.86220416
1011971-112-190821793,1,2,2021,1,1,20,14,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,HEROE INMORTAL FRENTE AL A ZONA DE TOLERANCISA,PENSIÓN MUNICIPAL - LOS PARGA,,-102.2619603,21.81735806
1011971-112-190821796,1,2,2021,1,3,0,14,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO MIGUEL DE LA MADRID HURTADO,LUIS DONALDO COLOSIO,,-102.31753409999999,21.92434594
1011971-112-190821798,1,2,2021,1,5,5,14,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,RÍO COLORADO,RÍO GUADIANA,,-102.3212395,21.89349015
1011971-112-190821800,1,2,2021,1,7,38,14,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 NORTE,GENERAL IGNACIO ZARAGOZA,,-102.2985715,21.89898075
1011971-112-190821799,1,2,2021,1,8,30,14,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,TULÚM,,-102.2546805,21.860267999999998
1011971-112-190821802,1,2,2021,1,19,14,14,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,9,25,0,0,0,0,0,1,0,0,0,0,0,1,2,AGUASCALIENTES ORIENTE,MARIANO HIDALGO,,-102.2539572,21.86893127
1011971-112-190821803,1,2,2021,1,19,33,14,7,1,0,10,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPANO,GUADALUPANO,,-102.2454661,21.91743375
1011971-112-190821804,1,2,2021,1,22,30,14,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,19,0,0,0,0,0,0,0,0,0,0,0,0,3,CONSTITUCIONALISTAS,SALVADOR LOPEZ,,-102.25809699999999,21.94303281
1011971-112-190821805,1,2,2021,1,0,0,15,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,VIÑEDOS SAN MARCOS,SALVADOR MARTÍNEZ,,-102.27408929999999,21.95715888
1011971-112-190821806,1,2,2021,1,0,10,15,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,LUIS DONALDO COLOSIO,,-102.291542,21.92550317
1011971-112-190821807,1,2,2021,1,1,10,15,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,LUIS DONALDO COLOSIO,,-102.291542,21.92550317
1011971-112-190821808,1,2,2021,1,4,50,15,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 NORTE,GENERAL IGNACIO ZARAGOZA,,-102.29890040000001,21.89895466
1011971-112-190821809,1,2,2021,1,6,4,15,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,INDEPENDENCIA,CANAL INTERCEPTOR,,-102.29678320000001,21.90741102
1011971-112-190821810,1,2,2021,1,7,30,15,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,PROLONGACIÓN DOCTOR SALVADOR QUEZADA LIMÓN,,-102.3172846,21.88609403
1011971-112-190821812,1,2,2021,1,7,50,15,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES NORTE,FERROCARRIL,,-102.28708879999999,21.91525312
1011971-112-190821811,1,2,2021,1,8,10,15,1,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,COSTITUCION,,-102.2788238,21.94153454
1011971-112-190821817,1,2,2021,1,10,35,15,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,FRANCISCO G. HORNEDO,,-102.2960325,21.87879151
1011971-112-190821813,1,2,2021,1,14,30,15,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 ORIENTE,57,,-102.2730099,21.88678935
1011971-112-190821814,1,2,2021,1,17,30,15,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,5,9,47,0,1,0,0,0,0,0,0,0,0,0,1,2,SIGLO XXI,SAN GERÓNIMO,,-102.250226,21.88466838
1011971-112-190821816,1,2,2021,1,21,30,15,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,70,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 PONIENTE,JARDINES ETERNOS,,-102.3124907,21.88977331
1011971-112-190821818,1,2,2021,1,13,0,16,2,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,5,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3,EL CAFETO,HÉROE DE NACOZARI SUR,,-102.28188279999999,21.85293179
1011971-112-190821819,1,2,2021,1,15,0,16,2,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,31,0,1,0,0,0,0,0,0,0,0,0,1,2,CONVENCIÓN DE 1914 SUR,REPÚBLICA DE BELICE,,-102.3064481,21.86752385
1011971-112-190821820,1,2,2021,1,15,35,16,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO,SAN JUAN DE LOS LAGOS,,-102.31117809999999,21.92437642
1011971-112-190821821,1,2,2021,1,22,35,16,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,39,0,1,0,0,0,0,0,0,0,0,0,1,2,HEROICO COLEGIO MILITAR,GABRIELA MISTRAL,,-102.28104429999999,21.89641558
1011971-112-190821823,1,2,2021,1,23,50,16,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,HÉROE INMORTAL,MARIANO ESCOBEDO,,-102.2692698,21.84638766
1011971-112-190821822,1,2,2021,1,0,15,17,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,CULTURA OTOMÍ SUR,SAN JOSÉ,,-102.2457283,21.90164856
1011971-112-190821825,1,2,2021,1,5,50,17,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,42,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,COTORINAS,,-102.25900809999999,21.88302225
1011971-112-190821831,1,2,2021,1,8,15,17,3,1,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,9,0,0,0,0,0,0,0,0,1,0,0,0,1,2,MANUEL RAMOS ARIZPE,CUARTA MANUEL RAMOS ARIZPE,,-102.3098916,21.84518735
1011971-112-190821826,1,2,2021,1,9,15,17,3,1,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,5,9,37,0,1,0,0,0,0,0,0,0,0,0,1,2,MAHATMA GANDHI,AGUASCALIENTES SUR,,-102.29490240000001,21.85782178
1011971-112-190821827,1,2,2021,1,12,0,17,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,49,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO ADOLFO LÓPEZ MATEOS PONIENTE,FÁTIMA,,-102.31589790000001,21.872676199999997
1011971-112-190821828,1,2,2021,1,19,0,17,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,5,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,JULIO DÍAZ TORRE C-26N,JOSÉ BARBA ALONSO,,-102.27928659999999,21.833671
1011971-112-190821830,1,2,2021,1,20,0,17,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO,INDEPENDENCIA,,-102.2980666,21.92514903
1011971-112-190821839,1,2,2021,1,3,0,18,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,28,0,1,0,0,0,0,0,0,0,0,0,1,2,AGUASCALIENTES PONIENTE,ARROYO,,-102.3185203,21.91578979
1011971-112-190821832,1,2,2021,1,12,0,18,4,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,48,0,0,0,0,0,0,0,0,0,0,0,0,3,UNIVERSIDAD,SAN COSME,,-102.3072902,21.90193656
1011971-112-190821833,1,2,2021,1,17,18,18,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,8,43,0,0,0,0,0,1,0,0,0,0,0,1,2,TECNOLÓGICO,PROLONGACIÓN AVENIDA POLIDUCTO,,-102.2419116,21.86686508
1011971-112-190821834,1,2,2021,1,19,12,18,4,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,5,9,39,0,1,0,0,0,0,0,0,0,0,0,1,2,OJOCALIENTE,TECNOLÓGICO,,-102.2515697,21.87160666
1011971-112-190821835,1,2,2021,1,21,15,18,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,60,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,ARROYO,,-102.3174953,21.91631079
1011971-112-190821836,1,2,2021,1,21,30,18,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,QUINTA,,-102.3007092,21.86056375
1011971-112-190821837,1,2,2021,1,22,30,18,4,1,0,10,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,5,9,27,0,0,0,1,0,0,0,0,0,0,0,1,2,CONVENCIÓN DE 1914 ORIENTE,ALAMEDA,,-102.27256379999999,21.88418312
1011971-112-190821838,1,2,2021,1,23,30,18,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,SAN JOSÉ DE LOS REYNOSO,GENERAL IGNACIO ZARAGOZA,,-102.30359229999999,21.91353088
1011971-112-190821848,1,2,2021,1,0,5,19,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EL MOLINO NORTE,IGNACIO ZARAGOZA,,-102.3084152,21.93448929
1011971-112-190821840,1,2,2021,1,3,40,19,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,34,0,0,0,0,0,0,0,0,0,0,0,0,3,HÉROE DE NACOZARI NORTE,CONVENCIÓN DE 1914 NORTE,,-102.2883977,21.90178215
1011971-112-190821841,1,2,2021,1,6,20,19,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,SALUD,SALUD,,-102.2421433,21.86930882
1011971-112-190821842,1,2,2021,1,8,40,19,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,PENSADORES MEXICANOS,,-102.27303570000001,21.90998072
1011971-112-190821843,1,2,2021,1,10,0,19,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,68,0,0,0,0,0,0,0,0,0,0,0,0,3,MANUEL GÓMEZ MORÍN,AGLAYA,,-102.2864517,21.90744225
1011971-112-190821844,1,2,2021,1,11,20,19,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,77,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 ORIENTE,CIRCUITO DEL MOSTO,,-102.28081529999999,21.89897522
1011971-112-190821847,1,2,2021,1,19,45,19,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,8,25,0,0,0,0,0,1,0,0,0,0,0,1,2,PEDRO RIVAS CUÉLLAR,GILBERTO LÓPEZ VELARDE,,-102.2503458,21.91680091
